ID,Suspected,Laboratory Detected Substances,Type,Date,State / Group,Location
17730,"Heroin, Fentanyl","Fentanyl (Trace)
Quinine (Trace)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Caffeine (Primary)
Acetylcodeine (Trace)
Erythritol (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)
Xylazine (Trace)
Diphenhydramine (Primary)
Lidocaine (Primary)
Papaverine (Trace)
Acetaminophen (Primary)
Medetomidine (Trace)
Heroin (Primary)",Community Sample,02/2025,Michigan,Grand Rapids
17728,"M30 Pill (Percocet, Perc30, OC30)","Fentanyl (Trace)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Primary)
Acetaminophen (Primary)
Lidocaine (Primary)",Community Sample,02/2025,Michigan,Muskegon
17727,"Heroin, Fentanyl","Fentanyl (10)
Xylazine (2)",Community Sample,02/2025,Massachusetts,North Adams
17726,"Heroin, Fentanyl","Fentanyl (10)
Quinine (5)
Lidocaine (2)
Xylazine (2)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,North Adams
17725,"Heroin, Fentanyl","Fentanyl (10)
Xylazine (1)",Community Sample,02/2025,Massachusetts,North Adams
17724,"Heroin, Fentanyl",Fentanyl (10),Community Sample,02/2025,Massachusetts,North Adams
17723,Unknown,"Ketamine (10)
Cocaine (1)",Community Sample,02/2025,Massachusetts,Brockton
17722,Heroin,"Fentanyl (10)
Lidocaine (3)
Xylazine (2)",Community Sample,02/2025,Massachusetts,North Adams
17717,Fentanyl,"Acetaminophen (Primary)
Lidocaine (Primary)
Fentanyl (Primary)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Primary)",Community Sample,02/2025,Michigan,Muskegon
17716,"Heroin, Fentanyl","Fentanyl (Primary)
Heroin (Primary)
Diphenhydramine (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
Acetylcodeine (Trace)
Quinine (Trace)
Methamphetamine (Trace)
4-ANPP (Trace)",Community Sample,02/2025,Michigan,Muskegon
17715,"Heroin, Fentanyl","Heroin (Primary)
Acetaminophen (Primary)
Lidocaine (Primary)
Morphine (Trace)
Acetylcodeine (Trace)
Caffeine (Trace)
Diphenhydramine (Primary)
Fentanyl (Primary)
6-Monoacetylmorphine (6-MAM) (Primary)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)",Community Sample,02/2025,Michigan,Grand Rapids
17714,Adderall,Amphetamine (10),Drug Seizure Sample,02/2025,Massachusetts,Worcester
17713,Diazepam (Valium),Diazepam (10),Drug Seizure Sample,02/2025,Massachusetts,Worcester
17712,"Cocaine (Powder), Crack (Rock)","Cocaine (10)
Norcocaine (trace)",Drug Seizure Sample,02/2025,Massachusetts,Worcester
17711,Hydroxyzine,Hydroxyzine (NA),Drug Seizure Sample,02/2025,Massachusetts,Worcester
17823,"Heroin, Fentanyl","P-Fluorofentanyl (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)
Xylazine (Trace)
4-ANPP (Primary)
Diphenhydramine (Trace)
Lidocaine (Primary)
Heroin (Primary)
Caffeine (Trace)
Cocaine (Trace)
Fentanyl (Primary)
Acetylcodeine (Trace)
Acetaminophen (Primary)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Methamphetamine (Primary)",Community Sample,02/2025,Michigan,Flint
17710,Alprazolam (Xanax),Bromazolam (10),Drug Seizure Sample,02/2025,Massachusetts,Worcester
17709,Other Drug,"Trifluoromethylphenlpeperazine (TFMPP) (10)
Methamphetamine (trace)
Caffeine (12)",Drug Seizure Sample,02/2025,Massachusetts,Worcester
17708,Clonazepam (Klonopin),Clonazepam (10),Drug Seizure Sample,02/2025,Massachusetts,Worcester
17707,Other Drug,"Methamphetamine (10)
Caffeine (120)",Drug Seizure Sample,02/2025,Massachusetts,Worcester
17729,Heroin,"Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Tramadol (Trace)
Acetaminophen (Primary)
Erythritol (Trace)
Diphenhydramine (Primary)
Acetylcodeine (Trace)
Lidocaine (Trace)
Heroin (Primary)
Fentanyl (Primary)",Community Sample,02/2025,Michigan,Muskegon
17731,Crack (Rock),"Cocaine (10)
Phenacetin (1)
Norcocaine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17757,Fentanyl,"Fentanyl (10)
Cocaine (1)
Lidocaine (19)
BTMPS (Tinuvin 770) (9)",Community Sample,02/2025,Massachusetts,Boston
17732,"Heroin, Fentanyl","Fentanyl (10)
Heroin (4)
Carfentanil QTOF (trace)
Caffeine (24)
4-ANPP (5)
Procaine (1)
BTMPS (Tinuvin 770) (trace)
6-Monoacetylmorphine (trace)
Phenethyl-4-ANPP (trace)
Acetylcodeine (trace)
Lidocaine (trace)
Xylazine (trace)",Community Sample,02/2025,Massachusetts,Springfield
17755,Crack (Rock),"Cocaine (10)
Levamisole (trace)",Community Sample,02/2025,Massachusetts,Boston
17754,Crack (Rock),Cocaine (10),Community Sample,02/2025,Massachusetts,Boston
17753,Fentanyl,"Fentanyl (10)
Cocaine (trace)
BTMPS (Tinuvin 770) (18)
Lidocaine (13)
Procaine (9)
Xylazine (5)
Phenacetin (2)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,Boston
17750,Heroin,"Fentanyl (10)
Cocaine (trace)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,
17874,"Heroin, Fentanyl","Fentanyl (10)
Lidocaine (43)
Diphenhydramine (19)",Community Sample,02/2025,Massachusetts,Boston
17749,Heroin,"Fentanyl (10)
Cocaine (trace)
4-ANPP (2)
Phenethyl-4-ANPP (trace)",Community Sample,02/2025,Massachusetts,
17875,"Heroin, Fentanyl","Fentanyl (10)
ortho-Methylfentanyl (5)
Heroin (1)
ortho-Methyl-4-ANPP (11)
Lidocaine (4)
Procaine (3)
4-ANPP (3)
BTMPS (Tinuvin 770) (2)",Community Sample,02/2025,Massachusetts,Pittsfield
17748,Heroin,"Fentanyl (10)
4-ANPP (trace)",Community Sample,02/2025,Massachusetts,
17747,"Heroin, Fentanyl","Fentanyl (10)
Heroin (2)
ortho-Methylfentanyl (trace)
Para-fluorofentanyl (trace)
Procaine (21)
4-ANPP (3)
Lidocaine (3)
Medetomidine (1)
BTMPS (Tinuvin 770) (1)
Noscapine (1)
ortho-Methyl-4-ANPP (trace)
6-Monoacetylmorphine (trace)
Tetracaine (trace)
Caffeine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17745,Heroin,"Fentanyl (10)
Procaine (18)
Caffeine (13)",Community Sample,02/2025,Massachusetts,Pittsfield
17744,"Heroin, Fentanyl","Fentanyl (10)
Bromazolam (trace)
Clonazepam QTOF (trace)
Noscapine (10)
4-ANPP (9)
BTMPS (Tinuvin 770) (8)
Lidocaine (7)
Xylazine (2)",Community Sample,02/2025,Massachusetts,
17743,"Heroin, Fentanyl","Fentanyl (10)
Cocaine (2)
Lidocaine (40)
Diphenhydramine (6)
BTMPS (Tinuvin 770) (5)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,
17737,Heroin,"Fentanyl (10)
4-ANPP (1)",Community Sample,02/2025,Massachusetts,
17736,"Heroin, Fentanyl","Heroin (10)
Fentanyl (4)
Caffeine (7)
6-Monoacetylmorphine (1)
4-ANPP (1)
Acetylcodeine (trace)
Lidocaine (trace)",Community Sample,02/2025,Massachusetts,Pittsfield
17742,Cocaine (Powder),Cocaine (10),Community Sample,02/2025,Massachusetts,Springfield
17740,Cocaine (Powder),Cocaine (10),Community Sample,02/2025,Massachusetts,Holyoke
17739,"Heroin, Fentanyl","Fentanyl (10)
Lidocaine (33)",Community Sample,02/2025,Massachusetts,
17738,Crack (Rock),"Cocaine (10)
Norcocaine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17734,Methamphetamine,"Methamphetamine (10)
Fentanyl (trace)",Community Sample,02/2025,Massachusetts,
17822,"Fentanyl, Xylazine","Fentanyl QTOF (10)
Phenacetin (12000022)
Phenethyl-4-ANPP (633513)",Community Sample,02/2025,Massachusetts,Boston
17859,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2025,Michigan,Muskegon
17824,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2025,Michigan,Flint
17998,Crack (Rock),Cocaine (10),Community Sample,02/2025,Massachusetts,New Bedford
17913,"Heroin, Fentanyl","Fentanyl (10)
Cocaine (3)
Tramadol (1)
BTMPS (Tinuvin 770) (18)
4-ANPP (4)
Lidocaine (3)",Community Sample,02/2025,Massachusetts,Lynn
17912,"Heroin, Fentanyl","Fentanyl (10)
Xylazine (61)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,Holyoke
17911,Fentanyl,"Fentanyl (10)
Cocaine (3)
Bromazolam QTOF (trace)
BTMPS (Tinuvin 770) (13)
Xylazine (7)
Lidocaine (6)
4-ANPP (4)",Community Sample,02/2025,Massachusetts,Lynn
17910,"Heroin, Fentanyl","Acetaminophen (Primary)
4-ANPP (Primary)
Ketamine (Primary)
Heroin (Primary)
Ortho-Methylfentanyl (Trace)
Diphenhydramine (Trace)
Medetomidine (Trace)
P-Fluorofentanyl (Primary)
Phenethyl 4-ANPP (Trace)
Dimethyl Sulfone (Methylsulfonylmethane MSM) (Trace)
Fentanyl (Primary)
Lidocaine (Primary)
Caffeine (Primary)
Xylazine (Trace)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Primary)",Community Sample,02/2025,Michigan,Flint
17909,"Fentanyl, Xylazine? THC?","Heroin (Primary)
Caffeine (Trace)
Acetaminophen (Primary)
P-Fluorofentanyl (Primary)
Xylazine (Trace)
4-ANPP (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
Meconin (Trace)
Fentanyl (Primary)",Community Sample,02/2025,Michigan,Flint
17900,"Heroin, Fentanyl","Fentanyl (10)
Cocaine (3)
Lidocaine (23)",Community Sample,02/2025,Massachusetts,Lynn
17905,MDMA,MDA (10),Community Sample,02/2025,Massachusetts,Greenfield
17904,Fentanyl,"Fentanyl (10)
Tramadol (trace)
4-ANPP (1)",Community Sample,02/2025,Massachusetts,Lynn
17903,Alprazolam (Xanax),Phenazolam (10),Community Sample,02/2025,Massachusetts,Boston
17902,Unknown - Ground Score,"Fentanyl (10)
Methamphetamine (2)
Xylazine (77)
4-ANPP (4)
Lidocaine (4)
Medetomidine (3)
Caffeine (1)",Community Sample,02/2025,Massachusetts,Boston
17901,Fentanyl,"Fentanyl (10)
4-ANPP (4)",Community Sample,02/2025,Massachusetts,Boston
17899,Fentanyl,"Fentanyl (10)
4-ANPP (1)",Community Sample,02/2025,Massachusetts,Boston
17897,Fentanyl,"Fentanyl (10)
4-ANPP (1)",Community Sample,02/2025,Massachusetts,Boston
17896,Fentanyl,"Fentanyl (10)
Para-fluorofentanyl (trace)
Phenethyl-4-ANPP (1)",Community Sample,02/2025,Massachusetts,Boston
17895,Ketamine,"Ketamine (10)
Ketamine Precursor A (1)",Community Sample,02/2025,Massachusetts,Boston
17894,Fentanyl,"Fentanyl (10)
Lidocaine (2)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,Boston
17893,Fentanyl,"Cocaine (10)
Fentanyl (3)
Para-fluorofentanyl (trace)
Bromazolam QTOF (trace)
Lidocaine (1)
4-ANPP (trace)",Community Sample,02/2025,Massachusetts,Lynn
17999,"Cocaine (Powder), Crack (Rock)","Cocaine (10)
Norcocaine (trace)",Community Sample,02/2025,Massachusetts,New Bedford
17997,"Cocaine (Powder), Crack (Rock)",Cocaine (10),Community Sample,02/2025,Massachusetts,New Bedford
17891,Fentanyl,"Fentanyl (10)
Lidocaine (36)",Community Sample,02/2025,Massachusetts,Lynn
17996,Crack (Rock),"Cocaine (10)
Phenacetin (1)",Community Sample,02/2025,Massachusetts,New Bedford
17825,"Heroin, Fentanyl","Acetaminophen (Primary)
Fentanyl (Primary)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Caffeine (Trace)
Metonitazene (Trace)
Xylazine (Trace)
Heroin (Primary)
Lidocaine (Primary)
Diphenhydramine (Primary)",Community Sample,02/2025,Michigan,Grand Rapids
17914,"Heroin, Fentanyl","Fentanyl (10)
Heroin (3)
Para-fluorofentanyl (trace)
Procaine (21)
4-ANPP (4)
Lidocaine (3)
Caffeine (3)
Benzocaine (2)
BTMPS (Tinuvin 770) (1)
Noscapine (1)
6-Monoacetylmorphine (1)
Medetomidine (trace)
ortho-Methyl-4-ANPP (trace)
Acetylcodeine (trace)
Tetracaine (trace)
Xylazine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17919,"Fentanyl, Xylazine","Xylazine (Primary)
Fentanyl (Primary)
6-Monoacetylmorphine (6-MAM) (Trace)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Erythritol (Trace)
Lidocaine (Primary)
Diphenhydramine (Primary)
4-ANPP (Primary)
Heroin (Trace)
Quinine (Trace)
Niacinamide (Trace)",Community Sample,02/2025,Michigan,Grand Rapids
17924,Fentanyl,"Fentanyl (10)
Cocaine (1)
Tramadol (trace)
BTMPS (Tinuvin 770) (4)
4-ANPP (1)
Lidocaine (1)",Community Sample,02/2025,Massachusetts,Lynn
17940,Fentanyl,"Acetaminophen (Primary)
Ethyl 4-ANPP (Trace)
Methamphetamine (Trace)
Fentanyl (Primary)
4-ANPP (Primary)
Lidocaine (Primary)",Community Sample,02/2025,Michigan,Grand Rapids
17957,Heroin,"Fentanyl (10)
Benzocaine (40)
4-ANPP (4)",Community Sample,02/2025,Massachusetts,Boston
17958,Heroin,Cocaine (10),Community Sample,02/2025,Massachusetts,Boston
17959,Fentanyl,"Fentanyl (10)
Cocaine (1)
2-fluoro-2-oxo-PCE QTOF (trace)
Bromazolam QTOF (trace)
Flubromazepam QTOF (trace)
BTMPS (Tinuvin 770) (16)
Xylazine (6)
4-ANPP (5)
Lidocaine (5)
Caffeine (1)",Community Sample,02/2025,Massachusetts,Lynn
17960,"Heroin, Fentanyl, Xylazine","Fentanyl (10)
Tramadol (2)
Cocaine (1)
Lidocaine (5)
4-ANPP (2)
Caffeine (1)",Community Sample,02/2025,Massachusetts,Lynn
17962,"Heroin, Fentanyl","Heroin (10)
Fentanyl (7)
Procaine (1)",Community Sample,02/2025,Massachusetts,Holyoke
17963,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2025,Michigan,Muskegon
17981,"Fentanyl, Crack (Rock), Xylazine",Cocaine (10),Community Sample,02/2025,Massachusetts,Holyoke
17982,"Heroin, Fentanyl","Fentanyl (10)
Caffeine (57)
BTMPS (Tinuvin 770) (36)
Procaine (1)
4-ANPP (1)
Ethyl-4-ANPP (trace)
Lidocaine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17984,"Heroin, Fentanyl","Fentanyl (10)
Xylazine (64)",Community Sample,02/2025,Massachusetts,Holyoke
17991,Cocaine (Powder),Ibuprofen (NA),Community Sample,02/2025,Rhode Island,Out of State (MA)
17994,"Fentanyl, Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs), Xylazine, Nitazene Related Substance (Protonitazene, Isotonitazene, etc.)","Diphenhydramine (Primary)
Fentanyl (Primary)
Erythritol (Primary)
Acetaminophen (Primary)
Lidocaine (Primary)
Xylazine (Primary)
4-ANPP (Primary)
Caffeine (Trace)
Heroin (Primary)",Community Sample,02/2025,Michigan,Grand Rapids
17995,Fentanyl,"Cocaine (10)
Fentanyl (6)
Lidocaine (9)",Community Sample,02/2025,Massachusetts,New Bedford
17892,"Heroin, Fentanyl","Fentanyl (10)
Cocaine (trace)
Para-fluorofentanyl (trace)
4-ANPP (2)
BTMPS (Tinuvin 770) (1)
Lidocaine (1)
Xylazine (trace)",Community Sample,02/2025,Massachusetts,New Bedford
17898,Fentanyl,"Fentanyl (10)
Noscapine (60)
Lidocaine (2)
4-ANPP (1)",Community Sample,02/2025,Massachusetts,Boston
18025,Crack (Rock),Cocaine (10),Community Sample,02/2025,Massachusetts,New Bedford
17855,"Cocaine (Powder), Crack (Rock)",Cocaine (Primary),Community Sample,02/2025,Michigan,Flint
17829,Fentanyl,"Fentanyl (10)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,Boston
17816,"Heroin, Fentanyl","4-ANPP (Trace)
Fentanyl (Primary)
Xylazine (Trace)",Community Sample,02/2025,Michigan,Flint
17830,Heroin,"Heroin (10)
Fentanyl (3)
Cocaine (trace)
Caffeine (3)
Procaine (1)
6-Monoacetylmorphine (1)
4-ANPP (trace)
Xylazine (trace)",Community Sample,02/2025,Massachusetts,Boston
17831,Fentanyl,Fentanyl (10),Community Sample,02/2025,Rhode Island,Woonsocket
18024,Crack (Rock),"Cocaine (10)
Phenacetin (1)",Community Sample,02/2025,Massachusetts,New Bedford
17833,"Heroin, Fentanyl","Heroin (10)
Fentanyl (1)
Procaine (7)
BTMPS (Tinuvin 770) (2)
6-Monoacetylmorphine (2)
4-ANPP (1)
Acetylcodeine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17837,"Fentanyl, Xylazine","Lidocaine (Trace)
4-ANPP (Trace)
Acetaminophen (Primary)
Fentanyl (Trace)",Community Sample,02/2025,Maine,Sanford
17866,Crack (Rock),Cocaine (10),Community Sample,02/2025,Massachusetts,Greenfield
17865,Methamphetamine,Methamphetamine (10),Community Sample,02/2025,Massachusetts,Greenfield
17864,Adderall,Amphetamine (10),Community Sample,02/2025,Massachusetts,Greenfield
17863,"Heroin, Fentanyl","Fentanyl (10)
N-Desethyl Etonitazene QTOF (trace)
Quinine (9)
Caffeine (1)",Community Sample,02/2025,Massachusetts,Greenfield
17862,Fentanyl,"Medetomidine (Primary)
Fentanyl (Primary)
Heroin (Trace)
4-ANPP (Primary)
Xylazine (Primary)
Lidocaine (Primary)
Diphenhydramine (Primary)
Caffeine (Primary)",Community Sample,02/2025,Michigan,Flint
17861,Fentanyl,"Fentanyl (Primary)
Lidocaine (Primary)
Xylazine (Trace)
4-ANPP (Primary)
Medetomidine (Primary)
Heroin (Trace)
Diphenhydramine (Primary)
Caffeine (Primary)",Community Sample,02/2025,Michigan,Flint
17860,"Heroin, Fentanyl","Diphenhydramine (Primary)
4-ANPP (Primary)
Lidocaine (Primary)
Caffeine (Primary)
Fentanyl (Primary)
Acetaminophen (Primary)
Heroin (Primary)",Community Sample,02/2025,Michigan,Muskegon
17843,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2025,Maine,Sanford
17858,Fentanyl,"Xylazine (Primary)
Cocaine (Trace)
Diphenhydramine (Primary)
4-ANPP (Primary)
Heroin (Trace)
Lidocaine (Primary)
Niacinamide (Primary)
Fentanyl (Primary)",Community Sample,02/2025,Michigan,Grand Rapids
17857,"Heroin, Fentanyl","Quinine (Trace)
Fentanyl (Primary)
Xylazine (Trace)
Diphenhydramine (Primary)
4-ANPP (Trace)",Community Sample,02/2025,Michigan,Flint
17828,Heroin,"Heroin (10)
Procaine (1)",Community Sample,02/2025,Massachusetts,Boston
17856,Methamphetamine,Methamphetamine (Primary),Community Sample,02/2025,Michigan,Flint
17890,Fentanyl,"Fentanyl (10)
Lidocaine (38)
BTMPS (Tinuvin 770) (5)",Community Sample,02/2025,Massachusetts,Lynn
18018,Fentanyl,"Cocaine (10)
Fentanyl (2)
Para-fluorofentanyl (1)
Xylazine (1)
Lidocaine (1)",Community Sample,02/2025,Massachusetts,New Bedford
18003,Fentanyl,"Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Lidocaine (Primary)
Ethyl 4-ANPP (Trace)
Acetaminophen (Primary)
Fentanyl (Primary)
4-ANPP (Trace)",Community Sample,02/2025,Michigan,Grand Rapids
18015,Fentanyl,"Fentanyl (10)
Cocaine (5)
Lidocaine (5)",Community Sample,02/2025,Massachusetts,New Bedford
17826,"Heroin, Fentanyl","Diphenhydramine (Primary)
Heroin (Primary)
Acetylcodeine (Trace)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Trace)
Lidocaine (Trace)
Quinine (Trace)
6-Monoacetylmorphine (6-MAM) (Trace)
4-ANPP (Trace)
Caffeine (Primary)
Fentanyl (Primary)",Community Sample,02/2025,Michigan,Flint
18014,Fentanyl,"Fentanyl (10)
4-ANPP (3)",Community Sample,02/2025,Massachusetts,Boston
18013,Fentanyl,"Heroin (Primary)
Cocaine (Trace)
4-ANPP (Primary)
Metonitazene (Trace)
Lidocaine (Primary)
Diphenhydramine (Primary)
Xylazine (Primary)
Bis(2
2
6
6-Tetramethyl-4-Piperidyl) Sebacate (Primary)
6-Monoacetylmorphine (6-MAM) (Primary)
Caffeine (Trace)
Hydrocodone (Trace)
Acetaminophen (Primary)
Acetylcodeine (Trace)
Niacinamide (Primary)
Erythritol (Primary)
Phenethyl 4-ANPP (Trace)",Community Sample,02/2025,Michigan,Grand Rapids
18000,Fentanyl,"Fentanyl (10)
Cocaine (3)
Lidocaine (35)
BTMPS (Tinuvin 770) (3)",Community Sample,02/2025,Massachusetts,New Bedford
18023,Fentanyl,"Fentanyl (10)
Cocaine (3)
BTMPS (Tinuvin 770) (10)
4-ANPP (5)",Community Sample,02/2025,Massachusetts,New Bedford
17888,"Heroin, Fentanyl","Fentanyl (10)
Bromazolam QTOF (trace)
BTMPS (Tinuvin 770) (3)
4-ANPP (2)
Xylazine (2)
Lidocaine (1)",Community Sample,02/2025,Massachusetts,Lynn
17886,"Heroin, Fentanyl","Fentanyl (10)
Bromazolam QTOF (trace)
BTMPS (Tinuvin 770) (17)
Xylazine (8)
Lidocaine (7)
4-ANPP (3)",Community Sample,02/2025,Massachusetts,Lynn
17883,Fentanyl,"Cocaine (10)
Fentanyl (4)
Tramadol (1)
BTMPS (Tinuvin 770) (10)
Lidocaine (3)
4-ANPP (2)",Community Sample,02/2025,Massachusetts,Lynn
17878,Testosterone Enanthate,"Testosterone Cypionate (10)
Benzyl benzoate (11)",Community Sample,02/2025,Massachusetts,Holyoke
17877,Cocaine (Powder),Cocaine (10),Community Sample,02/2025,Massachusetts,Holyoke
17876,"Heroin, Fentanyl","Fentanyl (10)
Heroin (2)
Caffeine (27)
4-ANPP (6)
Procaine (1)
6-Monoacetylmorphine (trace)
BTMPS (Tinuvin 770) (trace)
Phenethyl-4-ANPP (trace)
Lidocaine (trace)
Acetylcodeine (trace)
Xylazine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17872,"Heroin, Fentanyl","Fentanyl (10)
Heroin (2)
Caffeine (38)
4-ANPP (6)
6-Monoacetylmorphine (trace)
Procaine (trace)
Lidocaine (trace)
Acetylcodeine (trace)",Community Sample,02/2025,Massachusetts,Holyoke
17867,"Fentanyl, Xylazine","Fentanyl (10)
Melatonin (110)
4-ANPP (5)",Community Sample,02/2025,Rhode Island,Providence
18017,"Heroin, Fentanyl","Fentanyl (10)
Procaine (23)
4-ANPP (6)
Caffeine (4)
Lidocaine (3)",Community Sample,02/2025,Massachusetts,Holyoke
17494,"Heroin, Fentanyl","Fentanyl (10)
Carfentanil QTOF (trace)
Xylazine (17)
Lidocaine (13)",Community Sample,01/2025,Massachusetts,Brockton
17492,Fentanyl,"Fentanyl (10)
Lidocaine (51)
4-ANPP (14)",Community Sample,01/2025,Massachusetts,Boston
17493,"Heroin, Fentanyl","Fentanyl (10)
Caffeine (42)
4-ANPP (5)",Community Sample,01/2025,Massachusetts,Holyoke
17489,Ketamine,"Ketamine (10)
Ketamine Precursor A (1)",Community Sample,01/2025,Massachusetts,Northampton
17477,Fentanyl,"Fentanyl (Major)
Caffeine (Major)
Diphenhydramine (Major)
4-ANPP (Trace)
Lidocaine (Trace)
Xylazine (Trace)
NPP (Minor)",Community Sample,01/2025,Connecticut,Hartford
17491,Crack (Rock),"Cocaine (10)
Norcocaine (trace)",Community Sample,01/2025,Massachusetts,Boston
17490,"Heroin, Fentanyl","Fentanyl (10)
Cocaine (6)
Xylazine (10)
4-ANPP (1)",Community Sample,01/2025,Massachusetts,Greenfield
17488,"Heroin, Fentanyl","Heroin (10)
Para-fluorofentanyl (1)
Fentanyl (1)
Lidocaine (5)
Tetracaine (3)
6-Monoacetylmorphine (2)
BTMPS (Tinuvin 770) (1)
Procaine (1)
Acetylcodeine (trace)
para-Fluoro-4-ANPP (trace)
Caffeine (trace)
Xylazine (trace)",Community Sample,01/2025,Massachusetts,Holyoke
17487,"Heroin, Fentanyl","Fentanyl (10)
Lidocaine (13)
Procaine (6)
BTMPS (Tinuvin 770) (2)
4-ANPP (1)",Community Sample,01/2025,Massachusetts,Holyoke
17483,Adderall,"Methamphetamine (10)
Caffeine (49)",Community Sample,01/2025,Massachusetts,
17486,Cocaine (Powder),"Cocaine (10)
Norcocaine (trace)",Community Sample,01/2025,Massachusetts,Greenfield
17484,Adderall,Methamphetamine (10),Community Sample,01/2025,Massachusetts,
17482,Crack (Rock),"Cocaine (10)
Norcocaine (trace)",Community Sample,01/2025,Massachusetts,Greenfield
17481,"Heroin, Fentanyl, Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs), Xylazine","Lidocaine (Primary)
Quinine (Trace)
Dimethyl Sulfone (Methylsulfonylmethane MSM) (Trace)
Xylazine (Primary)
4-ANPP (Primary)
Heroin (Primary)
Fentanyl (Primary)
Diphenhydramine (Primary)",Community Sample,01/2025,Michigan,Grand Rapids
17478,Fentanyl,"Fentanyl (Minor)
Procaine (Major)
Caffeine (Trace)
Medetomidine (Minor)
Lidocaine (Major)
4-ANPP (Trace)",Community Sample,01/2025,Connecticut,Hartford
